id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargeting_5	1	0.68948	0.69072	0.999995	463	0	0.26185	0.31052	0.31079	0.894417	371	1	0.26185
NonTargeting_143	1	0.69121	0.69244	0.999995	464	0	0.26783	0.30879	0.30897	0.894417	369	1	0.26783
NonTargeting_493	1	0.6919	0.69314	0.999995	465	0	0.28044	0.3081	0.30839	0.894417	368	1	0.28044
NonTargeting_218	1	0.69293	0.69399	0.999995	466	0	0.27047	0.30707	0.30747	0.894417	367	1	0.27047
NonTargeting_365	1	0.69948	0.70039	0.999995	467	0	0.27494	0.30052	0.30114	0.894417	364	1	0.27494
NonTargeting_324	1	0.69983	0.70077	0.999995	468	0	0.27193	0.30017	0.30074	0.894417	363	1	0.27193
NonTargeting_302	1	0.70052	0.70151	0.999995	469	0	0.27969	0.29948	0.3001	0.894417	362	1	0.27969
NonTargeting_117	1	0.70086	0.70176	0.999995	470	0	0.26919	0.29914	0.29989	0.894417	361	1	0.26919
NonTargeting_44	1	0.70328	0.70418	0.999995	471	0	0.2909	0.29672	0.29757	0.894417	358	1	0.2909
NonTargeting_21	1	0.70397	0.70491	0.999995	472	0	0.29832	0.29603	0.29692	0.894417	357	1	0.29832
SCN10A	6	0.70471	0.76753	0.999995	473	1	0.081622	0.33628	0.55852	0.920929	400	2	0.081622
NonTargeting_494	1	0.705	0.70601	0.999995	474	0	0.28128	0.295	0.29568	0.894417	356	1	0.28128
NonTargeting_422	1	0.70879	0.70944	0.999995	475	0	0.31167	0.29121	0.29156	0.889592	354	1	0.31167
NonTargeting_153	1	0.70983	0.71059	0.999995	476	0	0.29218	0.29017	0.29061	0.889592	353	1	0.29218
NonTargeting_346	1	0.71121	0.71212	0.999995	477	0	0.29248	0.28879	0.28923	0.888559	352	1	0.29248
NonTargeting_177	1	0.71155	0.71246	0.999995	478	0	0.30199	0.28845	0.28889	0.888559	351	1	0.30199
NonTargeting_261	1	0.71224	0.7131	0.999995	479	0	0.30366	0.28776	0.2881	0.888559	350	1	0.30366
NonTargeting_134	1	0.71259	0.71352	0.999995	480	0	0.29274	0.28741	0.28774	0.888559	349	1	0.29274
NonTargeting_425	1	0.71362	0.71473	0.999995	481	0	0.26638	0.28638	0.28676	0.888559	348	1	0.26638
NonTargeting_22	1	0.71431	0.71541	0.999995	482	0	0.31634	0.28569	0.28597	0.888559	347	1	0.31634
NonTargeting_392	1	0.71672	0.71792	0.999995	483	0	0.30354	0.28328	0.28348	0.888559	345	1	0.30354
NonTargeting_187	1	0.71707	0.71827	0.999995	484	0	0.30977	0.28293	0.28314	0.888559	344	1	0.30977
HTR3E	6	0.71793	0.77365	0.999995	485	1	0.34517	0.055595	0.1693	0.869041	101	4	0.34517
NonTargeting_62	1	0.72155	0.72265	0.999995	486	0	0.30461	0.27845	0.27913	0.888559	342	1	0.30461
NonTargeting_495	1	0.7219	0.72309	0.999995	487	0	0.33483	0.2781	0.27869	0.888559	340	1	0.33483
NonTargeting_254	1	0.72328	0.72486	0.999995	488	0	0.29413	0.27672	0.27753	0.888559	339	1	0.29413
NonTargeting_258	1	0.72466	0.72613	0.999995	489	0	0.3072	0.27534	0.27616	0.888559	338	1	0.3072
NonTargeting_499	1	0.725	0.72661	0.999995	490	0	0.32249	0.275	0.27583	0.888559	336	1	0.32249
NonTargeting_73	1	0.72707	0.72869	0.999995	491	0	0.35125	0.27293	0.27355	0.888559	335	1	0.35125
NonTargeting_380	1	0.7281	0.72973	0.999995	492	0	0.30799	0.2719	0.27247	0.888559	334	1	0.30799
NonTargeting_487	1	0.73017	0.73152	0.999995	493	0	0.32327	0.26983	0.27048	0.888559	332	1	0.32327
NonTargeting_253	1	0.73224	0.73351	0.999995	494	0	0.32631	0.26776	0.26859	0.888559	330	1	0.32631
NonTargeting_89	1	0.73293	0.73416	0.999995	495	0	0.33291	0.26707	0.26782	0.888559	329	1	0.33291
NonTargeting_29	1	0.73569	0.73705	0.999995	496	0	0.3068	0.26431	0.26481	0.888559	326	1	0.3068
NonTargeting_335	1	0.73672	0.73802	0.999995	497	0	0.33108	0.26328	0.26383	0.888559	325	1	0.33108
SLC6A6	6	0.73752	0.78295	0.999995	498	1	0.086935	0.38062	0.60095	0.922821	441	2	0.086935
NonTargeting_437	1	0.73845	0.73996	0.999995	499	0	0.31239	0.26155	0.26178	0.888559	323	1	0.31239
SMAD3	6	0.73955	0.78406	0.999995	500	1	0.29316	0.095714	0.24506	0.888559	152	4	0.29316
NonTargeting_33	1	0.73983	0.74132	0.999995	501	0	0.30827	0.26017	0.26036	0.888559	322	1	0.30827
OR9A2	6	0.74156	0.78489	0.999995	502	1	0.28074	0.11612	0.28162	0.888559	181	4	0.28074
NonTargeting_340	1	0.74224	0.74393	0.999995	503	0	0.31703	0.25776	0.258	0.888559	321	1	0.31703
NonTargeting_149	1	0.74362	0.74521	0.999995	504	0	0.33158	0.25638	0.25648	0.888559	320	1	0.33158
NonTargeting_106	1	0.74397	0.74553	0.999995	505	0	0.32885	0.25603	0.25615	0.888559	319	1	0.32885
OR12A2	6	0.74423	0.78616	0.999995	506	1	0.11609	0.13361	0.31184	0.894417	201	2	0.11609
NonTargeting_295	1	0.74569	0.74715	0.999995	507	0	0.35244	0.25431	0.25429	0.888559	318	1	0.35244
NonTargeting_156	1	0.74603	0.74746	0.999995	508	0	0.32218	0.25397	0.25395	0.888559	317	1	0.32218
SLC6A1	6	0.74688	0.78746	0.999995	509	1	0.13914	0.4276	0.64653	0.931742	483	2	0.13914
NonTargeting_80	1	0.74776	0.74927	0.999995	510	0	0.35634	0.25224	0.25225	0.888559	315	1	0.35634
NonTargeting_61	1	0.74914	0.7505	0.999995	511	0	0.3409	0.25086	0.25078	0.888559	313	1	0.3409
HTR2A	6	0.7495	0.78878	0.999995	512	1	0.13641	0.21826	0.43773	0.907438	290	3	0.13641
FLT1	6	0.75015	0.78911	0.999995	513	1	0.056306	0.29866	0.52057	0.919226	360	2	0.056306
CHRNA3	6	0.7508	0.7895	0.999995	514	1	0.42971	0.027225	0.094974	0.869041	61	4	0.42971
NonTargeting_338	1	0.75259	0.75419	0.999995	515	0	0.33805	0.24741	0.2476	0.888559	312	1	0.33805
TAS2R37	6	0.75274	0.79032	0.999995	516	1	0.16063	0.36443	0.58535	0.920929	428	3	0.16063
NonTargeting_145	1	0.75293	0.75454	0.999995	517	0	0.33498	0.24707	0.24711	0.888559	311	1	0.33498
NonTargeting_341	1	0.75397	0.7555	0.999995	518	0	0.32093	0.24603	0.24603	0.888559	310	1	0.32093
SELL	6	0.75787	0.79287	0.999995	519	1	0.27015	0.14307	0.32783	0.894417	210	4	0.27015
NonTargeting_378	1	0.7581	0.75969	0.999995	520	0	0.35772	0.2419	0.24189	0.888559	308	1	0.35772
NonTargeting_256	1	0.75948	0.76114	0.999995	521	0	0.35364	0.24052	0.24042	0.888559	306	1	0.35364
SLC22A10	6	0.76538	0.79689	0.999995	522	1	0.087825	0.86168	0.90275	0.999995	784	1	0.087825
NF1	6	0.766	0.7972	0.999995	523	1	0.13996	0.44889	0.66783	0.931742	501	3	0.13996
NonTargeting_462	1	0.76707	0.7688	0.999995	524	0	0.33723	0.23293	0.23289	0.888559	302	1	0.33723
NonTargeting_161	1	0.7681	0.7699	0.999995	525	0	0.33716	0.2319	0.23174	0.888559	300	1	0.33716
VCAM1	6	0.77028	0.79959	0.999995	526	1	0.19073	0.33526	0.55771	0.920929	396	3	0.19073
HTR1D	6	0.77089	0.8	0.999995	527	1	0.31758	0.082091	0.21973	0.886009	133	4	0.31758
NonTargeting_174	1	0.77121	0.77292	0.999995	528	0	0.35208	0.22879	0.22885	0.886009	298	1	0.35208
NonTargeting_323	1	0.77224	0.77405	0.999995	529	0	0.37868	0.22776	0.2276	0.886009	296	1	0.37868
NonTargeting_25	1	0.77362	0.7754	0.999995	530	0	0.36346	0.22638	0.22615	0.886009	294	1	0.36346
NonTargeting_183	1	0.77431	0.77604	0.999995	531	0	0.38535	0.22569	0.22543	0.886009	293	1	0.38535
NonTargeting_50	1	0.77776	0.77971	0.999995	532	0	0.37189	0.22224	0.22195	0.886009	292	1	0.37189
ABCG8	6	0.77807	0.80433	0.999995	533	1	-0.07433	0.70091	0.82367	0.961303	695	2	-0.07433
NonTargeting_401	1	0.78121	0.7832	0.999995	534	0	0.35097	0.21879	0.21852	0.886009	291	1	0.35097
TAS2R16	6	0.78216	0.80686	0.999995	535	1	0.13864	0.62162	0.77576	0.932474	636	2	0.13864
NonTargeting_339	1	0.78397	0.786	0.999995	536	0	0.37314	0.21603	0.21561	0.886009	289	1	0.37314
NonTargeting_180	1	0.785	0.78694	0.999995	537	0	0.36597	0.215	0.2145	0.886009	287	1	0.36597
SLC22A4	6	0.78505	0.80874	0.999995	538	1	0.24927	0.10881	0.26885	0.888559	168	4	0.24927
NonTargeting_18	1	0.78569	0.78768	0.999995	539	0	0.38655	0.21431	0.21388	0.886009	285	1	0.38655
NonTargeting_397	1	0.78638	0.78826	0.999995	540	0	0.36122	0.21362	0.21316	0.886009	284	1	0.36122
HTR3C	6	0.78791	0.8106	0.999995	541	1	0.19932	0.037671	0.12639	0.869041	79	4	0.19932
KCNJ6	6	0.78904	0.81132	0.999995	542	1	0.21685	0.085202	0.22551	0.886009	140	3	0.21685
SPRED1	6	0.78961	0.81173	0.999995	543	1	-0.011127	0.72225	0.83673	0.97148	717	2	-0.011127
NonTargeting_176	1	0.79121	0.793	0.999995	544	0	0.3747	0.20879	0.20849	0.886009	282	1	0.3747
KCNJ16	6	0.7913	0.81254	0.999995	545	1	0.26605	0.075121	0.20657	0.886009	119	4	0.26605
SELP	6	0.79186	0.81284	0.999995	546	1	0.17889	0.17465	0.38042	0.900665	253	3	0.17889
NonTargeting_266	1	0.79224	0.79396	0.999995	547	0	0.36072	0.20776	0.20756	0.886009	281	1	0.36072
NonTargeting_474	1	0.79293	0.79457	0.999995	548	0	0.39662	0.20707	0.20683	0.886009	280	1	0.39662
SLC6A3	6	0.79297	0.81353	0.999995	549	1	0.2404	0.18814	0.40267	0.900665	265	4	0.2404
NonTargeting_303	1	0.79448	0.79617	0.999995	550	0	0.40427	0.20552	0.20528	0.886009	279	1	0.40427
ABCG5	6	0.79464	0.81456	0.999995	551	1	0.21679	0.16911	0.37126	0.900665	243	4	0.21679
TAS2R12	6	0.79629	0.81544	0.999995	552	1	0.50745	0.0020359	0.0099929	0.372235	19	5	0.50745
TAS2R29	6	0.80119	0.81877	0.999995	553	1	0.31697	0.087024	0.22894	0.886009	142	4	0.31697
NonTargeting_171	1	0.80328	0.80523	0.999995	554	0	0.41755	0.19672	0.19629	0.886009	275	1	0.41755
NonTargeting_195	1	0.80466	0.80663	0.999995	555	0	0.42655	0.19534	0.1949	0.886009	274	1	0.42655
TAS2R23	6	0.80493	0.82099	0.999995	556	1	0.02708	0.50288	0.70993	0.931742	545	2	0.02708
NonTargeting_52	1	0.805	0.80697	0.999995	557	0	0.38968	0.195	0.1946	0.886009	272	1	0.38968
NonTargeting_58	1	0.80534	0.80733	0.999995	558	0	0.42079	0.19466	0.19422	0.886009	271	1	0.42079
NonTargeting_210	1	0.80569	0.80764	0.999995	559	0	0.38196	0.19431	0.19388	0.886009	270	1	0.38196
NonTargeting_51	1	0.80672	0.8085	0.999995	560	0	0.38171	0.19328	0.193	0.886009	269	1	0.38171
TAS2R22	6	0.80861	0.82337	0.999995	561	1	0.24763	0.15947	0.35494	0.897541	231	3	0.24763
TAS2R32	6	0.80913	0.82366	0.999995	562	1	0.24902	0.20141	0.42038	0.905587	277	3	0.24902
ABCG6	6	0.80965	0.82391	0.999995	563	1	0.13044	0.057536	0.1732	0.869041	104	2	0.13044
NonTargeting_271	1	0.80983	0.8113	0.999995	564	0	0.3942	0.19017	0.18968	0.886009	267	1	0.3942
TAS2R35	6	0.8112	0.82476	0.999995	565	1	0.1738	0.37285	0.5934	0.920929	436	3	0.1738
NonTargeting_489	1	0.81121	0.81269	0.999995	566	0	0.37872	0.18879	0.18841	0.886009	266	1	0.37872
NonTargeting_377	1	0.81259	0.81398	0.999995	567	0	0.40016	0.18741	0.18699	0.886009	264	1	0.40016
OR3A1	6	0.81325	0.82601	0.999995	568	1	0.26327	0.16681	0.36717	0.897541	240	4	0.26327
NonTargeting_270	1	0.81397	0.81527	0.999995	569	0	0.41918	0.18603	0.18542	0.886009	261	1	0.41918
TAS2R34	6	0.8158	0.82775	0.999995	570	1	-0.034324	0.39327	0.61406	0.926578	451	2	-0.034324
OPRK1	6	0.8163	0.82806	0.999995	571	1	-0.037586	0.50925	0.7132	0.931742	554	2	-0.037586
SCN1A	6	0.81831	0.82938	0.999995	572	1	0.20854	0.26436	0.48606	0.916624	327	3	0.20854
NonTargeting_38	1	0.82017	0.8212	0.999995	573	0	0.43318	0.17983	0.17946	0.871946	258	1	0.43318
GRIN2B	6	0.82079	0.83078	0.999995	574	1	0.12519	0.43602	0.65517	0.931742	493	3	0.12519
SMAD2	6	0.82227	0.83184	0.999995	575	1	0.10268	0.63418	0.78332	0.932474	644	2	0.10268
NonTargeting_353	1	0.82397	0.82495	0.999995	576	0	0.41771	0.17603	0.17595	0.869041	256	1	0.41771
TAS2R28	6	0.8247	0.83352	0.999995	577	1	0.22769	0.011325	0.045104	0.768718	36	4	0.22769
NonTargeting_263	1	0.825	0.82594	0.999995	578	0	0.46161	0.175	0.17515	0.869041	255	1	0.46161
NonTargeting_352	1	0.82534	0.82631	0.999995	579	0	0.41751	0.17466	0.17486	0.869041	254	1	0.41751
SMAD9	6	0.82567	0.83413	0.999995	580	1	0.28005	0.072756	0.20212	0.886009	115	3	0.28005
NonTargeting_272	1	0.82569	0.82665	0.999995	581	0	0.40736	0.17431	0.17451	0.869041	252	1	0.40736
NonTargeting_379	1	0.82603	0.82694	0.999995	582	0	0.45472	0.17397	0.17411	0.869041	250	1	0.45472
NonTargeting_389	1	0.82638	0.8272	0.999995	583	0	0.41088	0.17362	0.17371	0.869041	249	1	0.41088
NonTargeting_372	1	0.82672	0.82752	0.999995	584	0	0.41546	0.17328	0.1734	0.869041	247	1	0.41546
OR17A1	6	0.82711	0.835	0.999995	585	1	0.27534	0.095383	0.24439	0.888559	150	4	0.27534
ITGB5	6	0.82807	0.8356	0.999995	586	1	-0.053238	0.63287	0.78255	0.932474	643	2	-0.053238
NonTargeting_283	1	0.82879	0.82949	0.999995	587	0	0.48839	0.17121	0.17117	0.869041	246	1	0.48839
NonTargeting_475	1	0.82948	0.83027	0.999995	588	0	0.42749	0.17052	0.17046	0.869041	245	1	0.42749
NonTargeting_165	1	0.83224	0.83307	0.999995	589	0	0.42033	0.16776	0.16773	0.869041	242	1	0.42033
NonTargeting_107	1	0.83293	0.8338	0.999995	590	0	0.42511	0.16707	0.16696	0.869041	241	1	0.42511
KCNK5	6	0.83372	0.83974	0.999995	591	1	-0.070095	0.85725	0.90125	0.999995	783	1	-0.070095
DUSP5	6	0.83418	0.84003	0.999995	592	1	0.1886	0.32223	0.54453	0.920929	383	3	0.1886
NonTargeting_71	1	0.83466	0.83557	0.999995	593	0	0.44017	0.16534	0.16517	0.869041	239	1	0.44017
KCNK7	6	0.83602	0.84158	0.999995	594	1	0.29615	0.094481	0.24267	0.888559	147	4	0.29615
SLC6A13	6	0.83648	0.84181	0.999995	595	1	0.020681	0.27841	0.50047	0.916624	341	1	0.020681
NonTargeting_434	1	0.83672	0.83764	0.999995	596	0	0.44082	0.16328	0.1629	0.869041	238	1	0.44082
ABCG3	6	0.83694	0.84207	0.999995	597	1	0.092476	0.66087	0.79897	0.944492	660	2	0.092476
NonTargeting_260	1	0.83741	0.83836	0.999995	598	0	0.47618	0.16259	0.16236	0.869041	237	1	0.47618
SLC22A15	6	0.83785	0.84286	0.999995	599	1	0.27562	0.097715	0.24888	0.888559	154	4	0.27562
ABCC10	6	0.8383	0.84319	0.999995	600	1	0.2542	0.048126	0.15425	0.869041	92	4	0.2542
NonTargeting_155	1	0.83914	0.84007	0.999995	601	0	0.464	0.16086	0.1605	0.869041	235	1	0.464
NonTargeting_403	1	0.83948	0.8403	0.999995	602	0	0.43187	0.16052	0.16016	0.869041	233	1	0.43187
NonTargeting_66	1	0.84017	0.84108	0.999995	603	0	0.45673	0.15983	0.15953	0.869041	232	1	0.45673
NonTargeting_223	1	0.84086	0.84176	0.999995	604	0	0.47442	0.15914	0.1588	0.869041	230	1	0.47442
NonTargeting_465	1	0.84172	0.84263	0.999995	605	0	0.44196	0.15828	0.1581	0.869041	229	1	0.44196
GRIN1	6	0.84234	0.84656	0.999995	606	1	0.41149	0.020682	0.075404	0.869041	51	4	0.41149
NonTargeting_478	1	0.84259	0.84343	0.999995	607	0	0.47457	0.15741	0.15705	0.869041	228	1	0.47457
HTR1B	6	0.84278	0.84688	0.999995	608	1	0.078437	0.23644	0.45712	0.907982	304	2	0.078437
NonTargeting_30	1	0.84328	0.84415	0.999995	609	0	0.4525	0.15672	0.15632	0.869041	226	1	0.4525
NonTargeting_194	1	0.84362	0.84443	0.999995	610	0	0.44409	0.15638	0.15588	0.869041	225	1	0.44409
DUSP6	6	0.84455	0.84829	0.999995	611	1	0.25403	0.13198	0.30912	0.894417	197	4	0.25403
NonTargeting_136	1	0.84466	0.84539	0.999995	612	0	0.46052	0.15534	0.15491	0.869041	224	1	0.46052
TAS2R47	6	0.84498	0.84852	0.999995	613	1	-0.0036027	0.6622	0.79981	0.944492	662	2	-0.0036027
ABCC1	6	0.84542	0.8488	0.999995	614	1	0.32614	0.079725	0.21531	0.886009	125	4	0.32614
KCNJ15	6	0.84629	0.84941	0.999995	615	1	0.27203	0.026141	0.091926	0.869041	58	4	0.27203
NonTargeting_128	1	0.84672	0.84766	0.999995	616	0	0.46953	0.15328	0.15317	0.869041	222	1	0.46953
NonTargeting_427	1	0.84845	0.8493	0.999995	617	0	0.48757	0.15155	0.15152	0.869041	220	1	0.48757
NonTargeting_121	1	0.84948	0.85029	0.999995	618	0	0.44222	0.15052	0.15071	0.869041	219	1	0.44222
SCN8A	6	0.84973	0.85211	0.999995	619	1	0.21113	0.051612	0.1612	0.869041	94	3	0.21113
NonTargeting_67	1	0.84983	0.8507	0.999995	620	0	0.44411	0.15017	0.15032	0.869041	217	1	0.44411
EDNRA	6	0.85143	0.85336	0.999995	621	1	0.097345	0.60172	0.76446	0.932474	617	2	0.097345
CD34	6	0.85185	0.85372	0.999995	622	1	0.1037	0.6695	0.80443	0.946268	667	2	0.1037
BMF	6	0.85353	0.85526	0.999995	623	1	0.17512	0.13198	0.30912	0.894417	198	3	0.17512
NonTargeting_235	1	0.85466	0.85523	0.999995	624	0	0.46367	0.14534	0.14576	0.869041	213	1	0.46367
SLC22A20	6	0.85519	0.85674	0.999995	625	1	0.30638	0.094066	0.24168	0.888559	146	4	0.30638
HTR2B	6	0.85561	0.85708	0.999995	626	1	0.050973	0.87134	0.90645	0.999995	786	1	0.050973
NonTargeting_289	1	0.85569	0.8564	0.999995	627	0	0.45984	0.14431	0.14487	0.869041	211	1	0.45984
HTR2C	6	0.85602	0.85743	0.999995	628	1	-0.0022406	0.84411	0.89682	0.999995	780	1	-0.0022406
SMAD5	6	0.85643	0.85777	0.999995	629	1	0.16643	0.11177	0.27384	0.888559	174	3	0.16643
GRIA2	6	0.85684	0.85805	0.999995	630	1	0.10736	0.29349	0.51528	0.916809	355	2	0.10736
TAS2R46	6	0.85847	0.85921	0.999995	631	1	0.10911	0.67278	0.80627	0.947188	670	2	0.10911
NonTargeting_15	1	0.85879	0.85979	0.999995	632	0	0.42323	0.14121	0.14178	0.869041	209	1	0.42323
OR6A1	6	0.86008	0.8605	0.999995	633	1	0.17804	0.40537	0.62515	0.929648	462	3	0.17804
NonTargeting_17	1	0.86086	0.86191	0.999995	634	0	0.44598	0.13914	0.13973	0.869041	206	1	0.44598
NonTargeting_273	1	0.86121	0.86231	0.999995	635	0	0.44414	0.13879	0.13935	0.869041	205	1	0.44414
SELE	6	0.86168	0.86193	0.999995	636	1	0.075725	0.67995	0.81051	0.950915	677	2	0.075725
SLC6A19	6	0.86248	0.86275	0.999995	637	1	0.25574	0.11586	0.28116	0.888559	180	3	0.25574
TAS2R30	6	0.86327	0.86348	0.999995	638	1	0.22857	0.17423	0.37975	0.900665	251	4	0.22857
NonTargeting_193	1	0.86362	0.86476	0.999995	639	0	0.45679	0.13638	0.13696	0.869041	203	1	0.45679
GRIA4	6	0.86405	0.86408	0.999995	640	1	0.16635	0.57721	0.75003	0.932474	593	2	0.16635
BAX	6	0.86445	0.86445	0.999995	641	1	0.39973	0.021217	0.077216	0.869041	52	4	0.39973
ABCC7	6	0.86523	0.86509	0.999995	642	1	0.13882	0.33595	0.55826	0.920929	398	3	0.13882
CLDN5	6	0.86562	0.86551	0.999995	643	1	0.25788	0.15159	0.34216	0.897036	221	3	0.25788
TGFBR1	6	0.866	0.86581	0.999995	644	1	0.19906	0.32473	0.54715	0.920929	387	3	0.19906
SMAD1	6	0.86639	0.86616	0.999995	645	1	0.12891	0.21504	0.43455	0.907438	288	3	0.12891
SCN7A	6	0.86678	0.86663	0.999995	646	1	0.10507	0.27149	0.49319	0.916624	333	3	0.10507
TAS2R4	6	0.86716	0.86701	0.999995	647	1	0.11245	0.30633	0.5285	0.919226	366	3	0.11245
NonTargeting_307	1	0.86724	0.86818	0.999995	648	0	0.51423	0.13276	0.13339	0.869041	199	1	0.51423
NonTargeting_40	1	0.86724	0.86818	0.999995	649	0	0.51423	0.13276	0.13339	0.869041	200	1	0.51423
NonTargeting_65	1	0.8681	0.86901	0.999995	650	0	0.53435	0.1319	0.13245	0.869041	196	1	0.53435
ABCG7	6	0.86831	0.86808	0.999995	651	1	0.026709	0.26919	0.49095	0.916624	331	2	0.026709
NonTargeting_4	1	0.86845	0.86929	0.999995	652	0	0.50666	0.13155	0.13212	0.869041	195	1	0.50666
NonTargeting_227	1	0.86879	0.86962	0.999995	653	0	0.54909	0.13121	0.13174	0.869041	194	1	0.54909
DRD3	6	0.86907	0.86875	0.999995	654	1	-0.040441	0.24467	0.46582	0.907982	309	1	-0.040441
SLC22A5	6	0.86945	0.86905	0.999995	655	1	0.041427	0.71065	0.82965	0.96576	707	1	0.041427
TAS2R26	6	0.86983	0.86939	0.999995	656	1	0.32209	0.060427	0.17888	0.871946	106	4	0.32209
OR7A2	6	0.87096	0.87039	0.999995	657	1	0.10665	0.18725	0.40105	0.900665	263	1	0.10665
PECAM1	6	0.87171	0.87096	0.999995	658	1	0.12559	0.12855	0.30326	0.894417	193	3	0.12559
NonTargeting_169	1	0.87224	0.87289	0.999995	659	0	0.53805	0.12776	0.12836	0.869041	192	1	0.53805
OR5A2	6	0.87283	0.87206	0.999995	660	1	0.39635	0.038422	0.12843	0.869041	80	4	0.39635
NonTargeting_79	1	0.87397	0.8746	0.999995	661	0	0.51508	0.12603	0.12671	0.869041	191	1	0.51508
SLC6A20	6	0.87467	0.87378	0.999995	662	1	0.095613	0.41176	0.6312	0.929648	471	3	0.095613
ABCC11	6	0.87504	0.87414	0.999995	663	1	0.23003	0.05576	0.16964	0.869041	102	3	0.23003
NonTargeting_311	1	0.87534	0.87598	0.999995	664	0	0.52447	0.12466	0.12534	0.869041	190	1	0.52447
KCNJ14	6	0.87577	0.87473	0.999995	665	1	0.07221	0.10947	0.27007	0.888559	169	3	0.07221
EGLN1	6	0.87613	0.87507	0.999995	666	1	0.012114	0.88425	0.91194	0.999995	788	1	0.012114
NonTargeting_438	1	0.87741	0.87811	0.999995	667	0	0.50753	0.12259	0.12338	0.869041	189	1	0.50753
NonTargeting_329	1	0.87776	0.87842	0.999995	668	0	0.52184	0.12224	0.12288	0.869041	188	1	0.52184
CHRNB1	6	0.87794	0.87678	0.999995	669	1	-0.049819	0.93839	0.94164	0.999995	792	1	-0.049819
CHRNB2	6	0.8783	0.877	0.999995	670	1	0.18719	0.073181	0.20291	0.886009	117	4	0.18719
HTR4	6	0.87936	0.87795	0.999995	671	1	0.15695	0.20259	0.42159	0.906005	278	3	0.15695
NonTargeting_419	1	0.87948	0.88031	0.999995	672	0	0.5414	0.12052	0.12113	0.869041	187	1	0.5414
KCNJ8	6	0.87972	0.87832	0.999995	673	1	0.11004	0.35608	0.5771	0.920929	418	2	0.11004
NonTargeting_349	1	0.88017	0.88085	0.999995	674	0	0.5327	0.11983	0.12052	0.869041	186	1	0.5327
NonTargeting_249	1	0.88052	0.88124	0.999995	675	0	0.52132	0.11948	0.12012	0.869041	185	1	0.52132
OR6A2	6	0.88078	0.87936	0.999995	676	1	0.034445	0.71649	0.83342	0.968888	712	1	0.034445
LKB1	6	0.88113	0.87964	0.999995	677	1	0.051568	0.16079	0.35716	0.897541	234	2	0.051568
NonTargeting_458	1	0.88155	0.88243	0.999995	678	0	0.55325	0.11845	0.11907	0.869041	183	1	0.55325
SLC6A15	6	0.88183	0.88042	0.999995	679	1	0.3984	0.026605	0.093044	0.869041	59	4	0.3984
TAS2R17	6	0.88252	0.88131	0.999995	680	1	0.41597	0.028491	0.098934	0.869041	64	4	0.41597
OR15A2	6	0.88322	0.88208	0.999995	681	1	0.18344	0.22798	0.44781	0.907982	297	3	0.18344
CHRNA6	6	0.88391	0.88275	0.999995	682	1	0.20823	0.18716	0.40085	0.900665	262	4	0.20823
NonTargeting_215	1	0.88534	0.88606	0.999995	683	0	0.53357	0.11466	0.11522	0.869041	179	1	0.53357
NonTargeting_325	1	0.88638	0.88732	0.999995	684	0	0.52305	0.11362	0.1142	0.869041	177	1	0.52305
TAS2R1	6	0.8873	0.88616	0.999995	685	0	0.21321	0.13808	0.31914	0.894417	204	4	0.21321
OR13A1	6	0.88797	0.88675	0.999995	686	0	0.3436	0.04362	0.14279	0.869041	87	4	0.3436
NonTargeting_472	1	0.88845	0.88943	0.999995	687	0	0.55916	0.11155	0.11233	0.869041	173	1	0.55916
NonTargeting_450	1	0.88948	0.89058	0.999995	688	0	0.54052	0.11052	0.11132	0.869041	172	1	0.54052
ENG	12	0.88978	0.94716	0.999995	689	2	0.037712	0.6156	0.86217	0.995598	631	4	0.037712
GRIA3	6	0.88996	0.88855	0.999995	690	0	0.31555	0.031576	0.10856	0.869041	70	3	0.31555
NonTargeting_72	1	0.89017	0.89114	0.999995	691	0	0.57406	0.10983	0.11074	0.869041	171	1	0.57406
ABCC4	6	0.89029	0.88889	0.999995	692	0	0.011972	0.11939	0.28723	0.888559	184	2	0.011972
NonTargeting_264	1	0.89052	0.89142	0.999995	693	0	0.48826	0.10948	0.1104	0.869041	170	1	0.48826
TAS2R13	6	0.89062	0.88913	0.999995	694	0	0.024047	0.66357	0.80081	0.944492	664	2	0.024047
NonTargeting_269	1	0.89155	0.89263	0.999995	695	0	0.54057	0.10845	0.10922	0.869041	167	1	0.54057
SLC6A10	6	0.8916	0.89015	0.999995	696	0	-0.077845	0.62797	0.77991	0.932474	641	2	-0.077845
CACNA1A	6	0.89289	0.89154	0.999995	697	0	0.37092	0.013515	0.05238	0.768718	42	5	0.37092
KCNK18	6	0.89321	0.89185	0.999995	698	0	0.21143	0.016104	0.060695	0.797957	47	3	0.21143
NonTargeting_413	1	0.89328	0.89432	0.999995	699	0	0.57925	0.10672	0.10748	0.869041	165	1	0.57925
NonTargeting_453	1	0.89362	0.89469	0.999995	700	0	0.4997	0.10638	0.1071	0.869041	163	1	0.4997
NonTargeting_31	1	0.89397	0.89497	0.999995	701	0	0.54229	0.10603	0.10677	0.869041	162	1	0.54229
OPRM1	6	0.89417	0.89283	0.999995	702	0	0.10267	0.74607	0.85225	0.986926	739	2	0.10267
