id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargeting_59	1	0.74328	0.74487	0.999995	460	0	0.054345	0.25672	0.25676	0.94115	209	0	0.054345
NonTargeting_198	1	0.74362	0.74517	0.999995	461	0	0.052774	0.25638	0.2564	0.94115	208	0	0.052774
NonTargeting_393	1	0.74534	0.74681	0.999995	462	0	0.059502	0.25466	0.25456	0.94115	207	0	0.059502
NonTargeting_176	1	0.75155	0.75298	0.999995	463	0	0.052859	0.24845	0.24842	0.94115	204	0	0.052859
NonTargeting_97	1	0.75293	0.75454	0.999995	464	0	0.059142	0.24707	0.24703	0.94115	202	0	0.059142
NonTargeting_94	1	0.75397	0.75551	0.999995	465	0	0.062971	0.24603	0.24596	0.94115	200	0	0.062971
NonTargeting_79	1	0.75466	0.75624	0.999995	466	0	0.057121	0.24534	0.24539	0.94115	199	0	0.057121
NonTargeting_356	1	0.75603	0.75754	0.999995	467	0	0.058807	0.24397	0.24394	0.94115	197	0	0.058807
NonTargeting_122	1	0.76086	0.76267	0.999995	468	0	0.059283	0.23914	0.239	0.94115	195	0	0.059283
NonTargeting_466	1	0.7619	0.76365	0.999995	469	0	0.063197	0.2381	0.238	0.94115	194	0	0.063197
NonTargeting_354	1	0.76397	0.76559	0.999995	470	0	0.061585	0.23603	0.23586	0.94115	193	0	0.061585
NonTargeting_190	1	0.76534	0.767	0.999995	471	0	0.05803	0.23466	0.23443	0.94115	191	0	0.05803
NonTargeting_56	1	0.76603	0.76776	0.999995	472	0	0.064016	0.23397	0.23382	0.94115	190	0	0.064016
NonTargeting_301	1	0.76638	0.7682	0.999995	473	0	0.058088	0.23362	0.23345	0.94115	189	0	0.058088
NonTargeting_226	1	0.77052	0.77226	0.999995	474	0	0.057945	0.22948	0.2294	0.94115	186	0	0.057945
NonTargeting_164	1	0.77328	0.77506	0.999995	475	0	0.065739	0.22672	0.2265	0.94115	185	0	0.065739
TAS2R19	6	0.7739	0.77244	0.999995	476	1	0.022491	0.63597	0.63459	0.94115	594	0	0.022491
NonTargeting_183	1	0.77397	0.77572	0.999995	477	0	0.059192	0.22603	0.22576	0.94115	183	0	0.059192
HTR1F	6	0.7745	0.77295	0.999995	478	1	0.062844	0.74423	0.74268	0.94115	706	0	0.062844
KCNK7	6	0.7751	0.77355	0.999995	479	1	0.005171	0.54265	0.54068	0.94115	496	0	0.005171
NonTargeting_476	1	0.77534	0.777	0.999995	480	0	0.067141	0.22466	0.22426	0.94115	181	0	0.067141
NonTargeting_10	1	0.77569	0.77747	0.999995	481	0	0.060728	0.22431	0.22389	0.94115	180	0	0.060728
TAS2R10	6	0.77688	0.77514	0.999995	482	1	-0.014425	0.70471	0.70362	0.94115	660	0	-0.014425
NonTargeting_279	1	0.77741	0.77938	0.999995	483	0	0.065119	0.22259	0.22223	0.94115	179	0	0.065119
KCNJ12	6	0.77866	0.77688	0.999995	484	1	-0.029117	0.7062	0.70514	0.94115	661	0	-0.029117
NonTargeting_149	1	0.77879	0.78073	0.999995	485	0	0.056652	0.22121	0.22084	0.94115	178	0	0.056652
OR10A1	6	0.77924	0.7775	0.999995	486	1	0.040247	0.56997	0.56802	0.94115	525	0	0.040247
SLC22A6	6	0.77983	0.77813	0.999995	487	1	0.0013395	0.93423	0.934	0.999995	787	0	0.0013395
NonTargeting_46	1	0.78017	0.7821	0.999995	488	0	0.063132	0.21983	0.2195	0.94115	177	0	0.063132
KCNJ8	6	0.78042	0.77871	0.999995	489	1	0.064133	0.29093	0.29314	0.94115	236	1	0.064133
NonTargeting_308	1	0.78052	0.78242	0.999995	490	0	0.066727	0.21948	0.21927	0.94115	176	0	0.066727
CHRNA7	6	0.781	0.77932	0.999995	491	1	0.034687	0.72009	0.71899	0.94115	678	0	0.034687
NonTargeting_269	1	0.78121	0.7832	0.999995	492	0	0.063181	0.21879	0.21847	0.94115	175	0	0.063181
NonTargeting_227	1	0.78155	0.78359	0.999995	493	0	0.062267	0.21845	0.21815	0.94115	174	0	0.062267
CEBPB	6	0.78158	0.77988	0.999995	494	1	0.068192	0.55858	0.55691	0.94115	512	0	0.068192
GRID1	6	0.78216	0.78056	0.999995	495	1	0.0069534	0.82519	0.82392	0.977181	758	0	0.0069534
NonTargeting_410	1	0.78224	0.78428	0.999995	496	0	0.065407	0.21776	0.21735	0.94115	173	0	0.065407
KCNK16	6	0.78275	0.78121	0.999995	497	1	0.023655	0.21302	0.22517	0.94115	168	1	0.023655
CHRNA9	6	0.78448	0.78301	0.999995	498	0	0.04915	0.68312	0.68113	0.94115	640	0	0.04915
NonTargeting_108	1	0.78466	0.78661	0.999995	499	0	0.071252	0.21534	0.21487	0.94115	171	0	0.071252
TAS2R1	6	0.78505	0.7835	0.999995	500	0	0.022281	0.48006	0.47708	0.94115	425	0	0.022281
ABCC7	6	0.78563	0.78411	0.999995	501	0	0.048859	0.28313	0.28649	0.94115	229	1	0.048859
NonTargeting_245	1	0.78672	0.7886	0.999995	502	0	0.068749	0.21328	0.21282	0.94115	169	0	0.068749
KCNK5	6	0.78677	0.78507	0.999995	503	0	0.034449	0.34505	0.34372	0.94115	290	1	0.034449
NonTargeting_16	1	0.78707	0.78906	0.999995	504	0	0.064854	0.21293	0.21247	0.94115	167	0	0.064854
SLC6A6	6	0.78734	0.78584	0.999995	505	0	-0.0085442	0.5781	0.57609	0.94115	533	0	-0.0085442
NonTargeting_452	1	0.78741	0.7894	0.999995	506	0	0.071083	0.21259	0.2121	0.94115	166	0	0.071083
OR8A2	6	0.78791	0.78634	0.999995	507	0	-0.01811	0.78961	0.78827	0.947394	748	0	-0.01811
HTR2A	6	0.78848	0.787	0.999995	508	0	0.064104	0.53396	0.53156	0.94115	487	0	0.064104
WNT5A	6	0.78904	0.78757	0.999995	509	0	0.030357	0.26411	0.27014	0.94115	213	1	0.030357
NonTargeting_384	1	0.78914	0.79102	0.999995	510	0	0.069949	0.21086	0.21047	0.94115	165	0	0.069949
CHRNA6	6	0.78961	0.78827	0.999995	511	0	0.0064778	0.23147	0.24072	0.94115	187	1	0.0064778
NonTargeting_444	1	0.78983	0.79163	0.999995	512	0	0.06641	0.21017	0.20976	0.94115	164	0	0.06641
GRIK4	6	0.7913	0.78983	0.999995	513	0	0.011071	0.3494	0.34798	0.94115	294	1	0.011071
GRIK3	6	0.79186	0.79038	0.999995	514	0	0.054223	0.20792	0.22085	0.94115	161	1	0.054223
NonTargeting_174	1	0.7919	0.79363	0.999995	515	0	0.058831	0.2081	0.20786	0.94115	162	0	0.058831
ABCC6	6	0.79242	0.79104	0.999995	516	0	0.028781	0.19764	0.21243	0.94115	149	1	0.028781
NonTargeting_344	1	0.79293	0.79457	0.999995	517	0	0.078727	0.20707	0.20681	0.94115	160	0	0.078727
TAS2R21	6	0.79297	0.79167	0.999995	518	0	0.05367	0.36231	0.3607	0.94115	308	0	0.05367
NonTargeting_271	1	0.79328	0.79496	0.999995	519	0	0.067006	0.20672	0.20645	0.94115	159	0	0.067006
ABCC12	6	0.79353	0.79232	0.999995	520	0	0.027126	0.40916	0.40739	0.94115	356	0	0.027126
NonTargeting_73	1	0.79397	0.7955	0.999995	521	0	0.074421	0.20603	0.20571	0.94115	158	0	0.074421
SCN7A	6	0.79409	0.79288	0.999995	522	0	0.031298	0.24467	0.2523	0.94115	198	1	0.031298
NonTargeting_74	1	0.79466	0.79639	0.999995	523	0	0.067711	0.20534	0.2051	0.94115	157	0	0.067711
NonTargeting_206	1	0.795	0.79676	0.999995	524	0	0.071682	0.205	0.20489	0.94115	156	0	0.071682
DVL2	6	0.79519	0.79406	0.999995	525	0	0.023998	0.056284	0.096661	0.94115	45	2	0.023998
NonTargeting_65	1	0.79534	0.7972	0.999995	526	0	0.065059	0.20466	0.20451	0.94115	155	0	0.065059
OR17A2	6	0.79574	0.79454	0.999995	527	0	-0.0035602	0.63149	0.62997	0.94115	592	0	-0.0035602
OR19A2	6	0.79629	0.79502	0.999995	528	0	-0.04204	0.92227	0.92254	0.999995	785	0	-0.04204
E2F1	6	0.79684	0.7955	0.999995	529	0	0.024216	0.69097	0.6897	0.94115	649	0	0.024216
KCNJ17	6	0.79739	0.79609	0.999995	530	0	0.054545	0.63775	0.63638	0.94115	598	0	0.054545
NonTargeting_345	1	0.79776	0.79975	0.999995	531	0	0.070972	0.20224	0.20198	0.94115	153	0	0.070972
OR12A2	6	0.79794	0.79669	0.999995	532	0	0.010017	0.18899	0.20524	0.94115	141	1	0.010017
NonTargeting_201	1	0.79879	0.8007	0.999995	533	0	0.06861	0.20121	0.20101	0.94115	152	0	0.06861
ABCC1	6	0.79957	0.79841	0.999995	534	0	0.051305	0.72577	0.72464	0.94115	685	0	0.051305
OPRK1	6	0.80011	0.79887	0.999995	535	0	0.060162	0.49429	0.49158	0.94115	446	0	0.060162
NonTargeting_419	1	0.80017	0.80217	0.999995	536	0	0.079624	0.19983	0.19944	0.94115	150	0	0.079624
KCNK4	6	0.80119	0.79987	0.999995	537	0	0.0040911	0.86716	0.86614	0.999995	771	0	0.0040911
DRD2	6	0.80173	0.8005	0.999995	538	0	-0.020109	0.81017	0.809	0.967138	752	0	-0.020109
NonTargeting_78	1	0.80259	0.80466	0.999995	539	0	0.078023	0.19741	0.19692	0.94115	148	0	0.078023
NonTargeting_385	1	0.80328	0.8052	0.999995	540	0	0.07428	0.19672	0.19624	0.94115	147	0	0.07428
NFKB2	6	0.80333	0.80222	0.999995	541	0	0.02116	0.54372	0.54178	0.94115	497	0	0.02116
AXIN1	6	0.80546	0.80434	0.999995	542	0	0.0070512	0.57608	0.57393	0.94115	529	0	0.0070512
KCNJ15	6	0.80598	0.80494	0.999995	543	0	0.035094	0.31693	0.3167	0.94115	264	1	0.035094
NonTargeting_311	1	0.80638	0.80824	0.999995	544	0	0.067497	0.19362	0.19324	0.94115	144	0	0.067497
HTR2B	6	0.80704	0.80593	0.999995	545	0	0.0057835	0.31392	0.31416	0.94115	262	1	0.0057835
SLC6A15	6	0.80756	0.80647	0.999995	546	0	-0.029762	0.82664	0.82532	0.97755	759	0	-0.029762
SLC22A7	6	0.80913	0.8082	0.999995	547	0	0.010063	0.36373	0.36218	0.94115	309	0	0.010063
NonTargeting_262	1	0.80948	0.81092	0.999995	548	0	0.071565	0.19052	0.18994	0.94115	142	0	0.071565
TAS2R20	6	0.80965	0.80863	0.999995	549	0	0.023092	0.65684	0.65512	0.94115	624	0	0.023092
PTEN	6	0.8112	0.80999	0.999995	550	0	0.0037027	0.20108	0.21524	0.94115	151	1	0.0037027
TAS2R27	6	0.81172	0.81049	0.999995	551	0	0.0033178	0.48126	0.47827	0.94115	429	0	0.0033178
SLC6A5	6	0.81223	0.81101	0.999995	552	0	0.021158	0.17323	0.19217	0.94115	125	1	0.021158
SLC22A2	6	0.81274	0.81151	0.999995	553	0	0.036237	0.60555	0.60401	0.94115	568	0	0.036237
NonTargeting_189	1	0.81293	0.81427	0.999995	554	0	0.075443	0.18707	0.18652	0.94115	139	0	0.075443
CACNA4A	6	0.81427	0.81299	0.999995	555	0	0.016301	0.16258	0.18323	0.94115	117	1	0.016301
NonTargeting_101	1	0.81431	0.81556	0.999995	556	0	0.071127	0.18569	0.18493	0.94115	138	0	0.071127
OR7A1	6	0.81478	0.81352	0.999995	557	0	0.11046	0.3002	0.30164	0.94115	247	1	0.11046
TAS2R17	6	0.8158	0.81448	0.999995	558	0	0.036467	0.27367	0.27808	0.94115	225	1	0.036467
GRIA3	6	0.8163	0.81489	0.999995	559	0	-0.00908	0.9513	0.95097	0.999995	790	0	-0.00908
NonTargeting_399	1	0.81672	0.81795	0.999995	560	0	0.074053	0.18328	0.18268	0.94115	137	0	0.074053
CACNA2A	6	0.8168	0.81537	0.999995	561	0	-0.025198	0.17851	0.19684	0.94115	134	1	-0.025198
TAS2R2	6	0.81731	0.81589	0.999995	562	0	0.035165	0.40245	0.4007	0.94115	349	0	0.035165
MTOR	6	0.81781	0.81659	0.999995	563	0	0.037685	0.35229	0.35074	0.94115	297	1	0.037685
NonTargeting_117	1	0.8181	0.81935	0.999995	564	0	0.086595	0.1819	0.18141	0.94115	136	0	0.086595
NonTargeting_233	1	0.81914	0.82031	0.999995	565	0	0.075699	0.18086	0.18034	0.94115	135	0	0.075699
KCNJ1	6	0.8193	0.81795	0.999995	566	0	0.0072061	0.51389	0.51167	0.94115	467	0	0.0072061
SLC6A18	6	0.8198	0.81847	0.999995	567	0	0.0050852	0.86366	0.86253	0.999995	769	0	0.0050852
GRIN1	6	0.8203	0.81886	0.999995	568	0	-0.058497	0.82422	0.82288	0.977181	757	0	-0.058497
OR5A1	6	0.82079	0.81939	0.999995	569	0	0.014288	0.45435	0.45179	0.94115	400	0	0.014288
MCL1	6	0.82128	0.81984	0.999995	570	0	0.0079967	0.4884	0.48588	0.94115	440	0	0.0079967
NonTargeting_203	1	0.82155	0.82259	0.999995	571	0	0.083424	0.17845	0.17825	0.94115	133	0	0.083424
HTR5A	6	0.82178	0.82036	0.999995	572	0	0.017353	0.7521	0.75032	0.94115	713	0	0.017353
GRIN2D	6	0.82227	0.82081	0.999995	573	0	-0.042292	0.71065	0.70935	0.94115	667	0	-0.042292
SMAD3	6	0.82325	0.82187	0.999995	574	0	0.047226	0.31994	0.31949	0.94115	267	1	0.047226
NonTargeting_67	1	0.82362	0.82467	0.999995	575	0	0.078536	0.17638	0.17631	0.94115	131	0	0.078536
OR1A2	6	0.82422	0.82288	0.999995	576	0	-0.051195	0.71431	0.71296	0.94115	671	0	-0.051195
NonTargeting_31	1	0.825	0.82597	0.999995	577	0	0.083951	0.175	0.17509	0.94115	130	0	0.083951
NonTargeting_484	1	0.82534	0.82633	0.999995	578	0	0.093223	0.17466	0.1748	0.94115	128	0	0.093223
NonTargeting_23	1	0.82603	0.82696	0.999995	579	0	0.078994	0.17397	0.17405	0.94115	127	0	0.078994
TAS2R4	6	0.82615	0.82487	0.999995	580	0	-0.038698	0.87134	0.87014	0.999995	773	0	-0.038698
NonTargeting_378	1	0.82638	0.82722	0.999995	581	0	0.079474	0.17362	0.17366	0.94115	126	0	0.079474
FZD1	6	0.82711	0.82576	0.999995	582	0	0.017395	0.70695	0.70585	0.94115	663	0	0.017395
DVL1	6	0.82759	0.82619	0.999995	583	0	0.04534	0.35803	0.35622	0.94115	304	1	0.04534
ACVR1	6	0.82807	0.82666	0.999995	584	0	0.010648	0.90007	0.89997	0.999995	778	0	0.010648
TAS2R37	6	0.82902	0.82759	0.999995	585	0	0.017151	0.77028	0.76885	0.941688	734	0	0.017151
APC	6	0.8295	0.82804	0.999995	586	0	-0.000161	0.52178	0.51922	0.94115	475	0	-0.000161
SLC6A13	6	0.83091	0.82948	0.999995	587	0	0.0015336	0.029679	0.054805	0.94115	17	2	0.0015336
SMAD4	6	0.83138	0.83002	0.999995	588	0	0.027068	0.6474	0.646	0.94115	608	0	0.027068
TGFBR2	6	0.83185	0.83063	0.999995	589	0	0.014935	0.91271	0.91284	0.999995	782	0	0.014935
NonTargeting_230	1	0.8319	0.83277	0.999995	590	0	0.079919	0.1681	0.16814	0.94115	122	0	0.079919
CHRNA5	6	0.83232	0.83124	0.999995	591	0	0.036451	0.46672	0.46437	0.94115	411	0	0.036451
NonTargeting_464	1	0.83259	0.8335	0.999995	592	0	0.079656	0.16741	0.16735	0.94115	120	0	0.079656
OPRL1	6	0.83279	0.83175	0.999995	593	0	0.032074	0.24303	0.25109	0.94115	196	1	0.032074
SLC6A3	6	0.83325	0.83239	0.999995	594	0	0.093442	0.2164	0.22781	0.94115	172	1	0.093442
SCN10A	6	0.83372	0.83283	0.999995	595	0	0.012527	0.83279	0.83175	0.981274	761	0	0.012527
NonTargeting_467	1	0.835	0.83583	0.999995	596	0	0.088821	0.165	0.16473	0.94115	119	0	0.088821
NonTargeting_242	1	0.83569	0.83655	0.999995	597	0	0.087147	0.16431	0.16393	0.94115	118	0	0.087147
KCNK2	6	0.83602	0.83541	0.999995	598	0	0.065192	0.5036	0.50114	0.94115	458	0	0.065192
NonTargeting_132	1	0.83776	0.83869	0.999995	599	0	0.082178	0.16224	0.16195	0.94115	116	0	0.082178
TAS2R34	6	0.8383	0.83761	0.999995	600	0	0.017147	0.58211	0.58029	0.94115	538	0	0.017147
SLC22A5	6	0.83876	0.83794	0.999995	601	0	-0.0062288	0.8873	0.88698	0.999995	775	0	-0.0062288
NonTargeting_429	1	0.83879	0.83965	0.999995	602	0	0.085586	0.16121	0.16082	0.94115	115	0	0.085586
SLC6A20	6	0.83921	0.83841	0.999995	603	0	-0.01748	0.90425	0.90452	0.999995	780	0	-0.01748
SLC22A24	6	0.83966	0.83885	0.999995	604	0	-0.010041	0.85887	0.85785	0.999995	767	0	-0.010041
NonTargeting_364	1	0.84155	0.84241	0.999995	605	0	0.084487	0.15845	0.15816	0.94115	114	0	0.084487
KCNK13	6	0.84278	0.84192	0.999995	606	0	0.054797	0.42499	0.42243	0.94115	374	0	0.054797
NonTargeting_216	1	0.84397	0.84476	0.999995	607	0	0.09067	0.15603	0.15545	0.94115	113	0	0.09067
RB1	6	0.84411	0.84323	0.999995	608	0	-0.0058592	0.30937	0.31019	0.94115	258	1	-0.0058592
SLC6A10	6	0.84455	0.84366	0.999995	609	0	0.021302	0.44047	0.43816	0.94115	389	0	0.021302
KCNJ18	6	0.84498	0.84415	0.999995	610	0	0.06591	0.17499	0.19385	0.94115	129	1	0.06591
NonTargeting_447	1	0.84534	0.84603	0.999995	611	0	0.092937	0.15466	0.1543	0.94115	112	0	0.092937
CDK4	6	0.84586	0.84499	0.999995	612	0	-0.019629	0.92053	0.92082	0.999995	784	0	-0.019629
HTR3A	6	0.84673	0.84591	0.999995	613	0	0.009255	0.33333	0.33271	0.94115	277	1	0.009255
NonTargeting_361	1	0.84776	0.8487	0.999995	614	0	0.091755	0.15224	0.15205	0.94115	111	0	0.091755
GRIK1	6	0.84802	0.84708	0.999995	615	0	0.010627	0.41315	0.41123	0.94115	359	0	0.010627
ABCC4	6	0.84845	0.84749	0.999995	616	0	-0.022422	0.97023	0.96969	0.999995	793	0	-0.022422
SLC6A4	6	0.84888	0.84797	0.999995	617	0	0.049245	0.29248	0.29449	0.94115	238	1	0.049245
HTR2C	6	0.84931	0.84845	0.999995	618	0	0.046065	0.052653	0.090725	0.94115	41	2	0.046065
NonTargeting_244	1	0.84948	0.85029	0.999995	619	0	0.094546	0.15052	0.15064	0.94115	110	0	0.094546
NonTargeting_116	1	0.84983	0.8507	0.999995	620	0	0.088417	0.15017	0.15025	0.94115	109	0	0.088417
SMAD2	6	0.85101	0.85001	0.999995	621	0	0.024646	0.61123	0.60963	0.94115	574	0	0.024646
WNT3A	6	0.85143	0.85047	0.999995	622	0	0.016537	0.59689	0.59529	0.94115	560	0	0.016537
NonTargeting_343	1	0.85155	0.85215	0.999995	623	0	0.086013	0.14845	0.14864	0.94115	108	0	0.086013
OR6A2	6	0.85228	0.85132	0.999995	624	0	0.013665	0.86405	0.86293	0.999995	770	0	0.013665
CBLB	6	0.85311	0.85226	0.999995	625	0	-0.0022137	0.43148	0.42908	0.94115	377	0	-0.0022137
NonTargeting_435	1	0.85397	0.85453	0.999995	626	0	0.091739	0.14603	0.14634	0.94115	107	0	0.091739
OR19A1	6	0.85436	0.85363	0.999995	627	0	0.014257	0.36798	0.36625	0.94115	315	0	0.014257
NonTargeting_496	1	0.85466	0.85526	0.999995	628	0	0.10169	0.14534	0.14566	0.94115	106	0	0.10169
NonTargeting_448	1	0.85569	0.85642	0.999995	629	0	0.093656	0.14431	0.14479	0.94115	105	0	0.093656
GABRA2	6	0.85643	0.85561	0.999995	630	0	-0.0022276	0.23313	0.24224	0.94115	188	1	-0.0022276
NonTargeting_143	1	0.85707	0.85786	0.999995	631	0	0.093524	0.14293	0.14355	0.94115	104	0	0.093524
DRD3	6	0.85725	0.85634	0.999995	632	0	0.028666	0.78332	0.78179	0.942128	746	0	0.028666
NonTargeting_49	1	0.85776	0.85875	0.999995	633	0	0.095025	0.14224	0.14286	0.94115	103	0	0.095025
HTR3D	6	0.85806	0.85712	0.999995	634	0	-0.028808	0.89793	0.89782	0.999995	776	0	-0.028808
NonTargeting_170	1	0.8581	0.85908	0.999995	635	0	0.092159	0.1419	0.14242	0.94115	102	0	0.092159
BMPR1A	6	0.85847	0.85745	0.999995	636	0	0.051052	0.47645	0.47362	0.94115	423	0	0.051052
NonTargeting_424	1	0.85879	0.85981	0.999995	637	0	0.091355	0.14121	0.1417	0.94115	101	0	0.091355
GRIN2A	6	0.85887	0.85785	0.999995	638	0	0.018602	0.86168	0.86051	0.999995	768	0	0.018602
TAS2R25	6	0.85928	0.85811	0.999995	639	0	0.00062604	0.21471	0.22652	0.94115	170	1	0.00062604
GRIA1	6	0.86129	0.86017	0.999995	640	0	0.038146	0.66022	0.65846	0.94115	625	0	0.038146
ATF3	6	0.86168	0.86051	0.999995	641	0	0.0059921	0.59495	0.59329	0.94115	554	0	0.0059921
OR4A1	6	0.86287	0.86175	0.999995	642	0	0.025787	0.35517	0.35334	0.94115	301	1	0.025787
NonTargeting_306	1	0.86328	0.8644	0.999995	643	0	0.093271	0.13672	0.13722	0.94115	100	0	0.093271
TAS2R18	6	0.86366	0.86253	0.999995	644	0	0.047625	0.049617	0.085862	0.94115	39	2	0.047625
KCNJ16	6	0.86405	0.86293	0.999995	645	0	0.027652	0.52066	0.51807	0.94115	474	0	0.027652
KCNJ13	6	0.86562	0.86462	0.999995	646	0	0.058315	0.26571	0.27156	0.94115	216	1	0.058315
TAS2R26	6	0.86639	0.86535	0.999995	647	0	-0.0067292	0.66441	0.66274	0.94115	630	0	-0.0067292
PTPN11	6	0.86678	0.86578	0.999995	648	0	0.0098989	0.38473	0.38367	0.94115	333	0	0.0098989
NonTargeting_61	1	0.86707	0.868	0.999995	649	0	0.092202	0.13293	0.1335	0.94115	99	0	0.092202
KCNK18	6	0.86716	0.86614	0.999995	650	0	0.023311	0.69019	0.68872	0.94115	648	0	0.023311
NonTargeting_382	1	0.86776	0.86871	0.999995	651	0	0.10231	0.13224	0.13281	0.94115	98	0	0.10231
OR7A2	6	0.86831	0.86735	0.999995	652	0	-0.024886	0.44808	0.44578	0.94115	395	0	-0.024886
NonTargeting_0	1	0.86845	0.86929	0.999995	653	0	0.099964	0.13155	0.13205	0.94115	97	0	0.099964
MAPK14	6	0.86907	0.86817	0.999995	654	0	0.060656	0.41975	0.41729	0.94115	366	0	0.060656
OR1A1	6	0.86983	0.86881	0.999995	655	0	0.021206	0.62605	0.62461	0.94115	586	0	0.021206
NonTargeting_414	1	0.87017	0.87093	0.999995	656	0	0.087639	0.12983	0.13042	0.94115	96	0	0.087639
DUSP1	6	0.87021	0.86922	0.999995	657	0	0.037774	0.78158	0.77988	0.942128	745	0	0.037774
OR10A2	6	0.87059	0.86951	0.999995	658	0	-0.030968	0.82373	0.82239	0.977181	756	0	-0.030968
NonTargeting_17	1	0.87086	0.8716	0.999995	659	0	0.094881	0.12914	0.12977	0.94115	95	0	0.094881
JUNB	6	0.87134	0.87014	0.999995	660	0	0.029412	0.86831	0.86735	0.999995	772	0	0.029412
PUMA	6	0.87171	0.87058	0.999995	661	0	0.0246	0.54908	0.54716	0.94115	502	0	0.0246
NonTargeting_377	1	0.87224	0.87288	0.999995	662	0	0.098194	0.12776	0.1283	0.94115	94	0	0.098194
OR18A1	6	0.8732	0.87233	0.999995	663	0	-0.015362	0.3124	0.3129	0.94115	261	1	-0.015362
NFKB1	6	0.87357	0.87273	0.999995	664	0	0.030588	0.28626	0.28892	0.94115	234	1	0.030588
ABCG7	6	0.87504	0.87439	0.999995	665	0	0.023671	0.40111	0.39947	0.94115	348	0	0.023671
GSK3B	6	0.87541	0.87468	0.999995	666	0	0.055425	0.55543	0.55354	0.94115	511	0	0.055425
TAS2R7	6	0.87613	0.87539	0.999995	667	0	0.097335	0.30785	0.30863	0.94115	255	1	0.097335
NonTargeting_162	1	0.87638	0.877	0.999995	668	0	0.10349	0.12362	0.12435	0.94115	93	0	0.10349
DRD4	6	0.8765	0.87574	0.999995	669	0	0.027084	0.76102	0.75924	0.94115	724	0	0.027084
GRID2	6	0.87686	0.87626	0.999995	670	0	-0.016972	0.038217	0.06836	0.94115	23	2	-0.016972
GRIA2	6	0.87758	0.87693	0.999995	671	0	0.021143	0.44682	0.44447	0.94115	394	0	0.021143
NonTargeting_298	1	0.87845	0.87913	0.999995	672	0	0.095777	0.12155	0.12214	0.94115	92	0	0.095777
TAS2R12	6	0.87865	0.87795	0.999995	673	0	0.046489	0.73887	0.73769	0.94115	700	0	0.046489
NonTargeting_121	1	0.88086	0.88158	0.999995	674	0	0.084914	0.11914	0.1197	0.94115	91	0	0.084914
TGFBR1	6	0.88148	0.88083	0.999995	675	0	-0.034093	0.83372	0.83283	0.981274	763	0	-0.034093
TSC2	6	0.88218	0.88158	0.999995	676	0	-0.0021387	0.58411	0.5821	0.94115	540	0	-0.0021387
FOSB	6	0.88252	0.88202	0.999995	677	0	0.045895	0.2248	0.23461	0.94115	182	1	0.045895
NonTargeting_41	1	0.88259	0.88333	0.999995	678	0	0.093697	0.11741	0.11801	0.94115	90	0	0.093697
CTNNB1	6	0.88287	0.88237	0.999995	679	0	0.030782	0.49663	0.49409	0.94115	449	0	0.030782
NonTargeting_247	1	0.88328	0.88387	0.999995	680	0	0.11076	0.11672	0.1172	0.94115	89	0	0.11076
TAS2R46	6	0.88391	0.88349	0.999995	681	0	0.02343	0.69561	0.69404	0.94115	653	0	0.02343
NonTargeting_29	1	0.88397	0.8845	0.999995	682	0	0.1046	0.11603	0.11647	0.94115	88	0	0.1046
HEY1	6	0.88494	0.88468	0.999995	683	0	0.00082079	0.72927	0.72782	0.94115	690	0	0.00082079
NonTargeting_398	1	0.885	0.88565	0.999995	684	0	0.10614	0.115	0.11558	0.94115	87	0	0.10614
DUSP6	6	0.88528	0.88504	0.999995	685	0	0.010108	0.58808	0.58588	0.94115	544	0	0.010108
OPRM1	6	0.88562	0.88534	0.999995	686	0	0.027722	0.68863	0.68716	0.94115	646	0	0.027722
SCN11A	6	0.88663	0.88624	0.999995	687	0	0.01409	0.80756	0.80647	0.965397	751	0	0.01409
OR14A1	6	0.88697	0.88658	0.999995	688	0	0.029065	0.25119	0.25784	0.94115	206	1	0.029065
NonTargeting_266	1	0.88776	0.88879	0.999995	689	0	0.098906	0.11224	0.11279	0.94115	86	0	0.098906
TSC1	6	0.88797	0.88767	0.999995	690	0	0.0034089	0.82079	0.81939	0.975673	755	0	0.0034089
OR8A1	6	0.88864	0.88834	0.999995	691	0	0.030345	0.73204	0.73057	0.94115	694	0	0.030345
NonTargeting_453	1	0.88914	0.89003	0.999995	692	0	0.10305	0.11086	0.11164	0.94115	85	0	0.10305
GABRA3	6	0.88963	0.88941	0.999995	693	0	0.016079	0.81478	0.81352	0.97126	753	0	0.016079
CACNA5A	6	0.88996	0.88963	0.999995	694	0	0.036918	0.79297	0.79167	0.950217	749	0	0.036918
PIK3CB	6	0.89062	0.8902	0.999995	695	0	0.018876	0.81881	0.81757	0.974795	754	0	0.018876
NonTargeting_60	1	0.89086	0.89179	0.999995	696	0	0.10431	0.10914	0.10991	0.94115	84	0	0.10431
PIK3CA	6	0.89094	0.89059	0.999995	697	0	0.016655	0.27049	0.27534	0.94115	221	1	0.016655
NonTargeting_263	1	0.89121	0.8922	0.999995	698	0	0.11075	0.10879	0.10952	0.94115	83	0	0.11075
NonTargeting_212	1	0.89155	0.89258	0.999995	699	0	0.10661	0.10845	0.10913	0.94115	82	0	0.10661
MYC	6	0.8916	0.89119	0.999995	700	0	0.011595	0.51162	0.50932	0.94115	465	0	0.011595
